[(0, 0, 0), (0, 255, 0), (255, 0, 0), (0, 0, 255), (255, 255, 0), (0, 255, 255), (255, 0, 255), (255, 255, 255)]
width and height 750 500
x,  2 y,  551 newpix, (0, 0, 0)
x,  2 y,  552 newpix, (0, 0, 0)
x,  2 y,  553 newpix, (0, 0, 0)
x,  2 y,  554 newpix, (0, 0, 0)
x,  2 y,  555 newpix, (0, 0, 0)
x,  2 y,  556 newpix, (0, 0, 0)
x,  2 y,  557 newpix, (0, 0, 0)
x,  2 y,  558 newpix, (0, 0, 0)
x,  2 y,  559 newpix, (0, 0, 0)
x,  2 y,  560 newpix, (0, 0, 0)
x,  2 y,  561 newpix, (0, 0, 0)
x,  2 y,  562 newpix, (0, 0, 0)
x,  2 y,  563 newpix, (0, 0, 0)
x,  2 y,  564 newpix, (0, 0, 0)
x,  2 y,  565 newpix, (0, 0, 0)
x,  2 y,  566 newpix, (0, 0, 0)
x,  2 y,  567 newpix, (0, 0, 0)
x,  2 y,  568 newpix, (0, 0, 0)
x,  2 y,  569 newpix, (0, 0, 0)
x,  2 y,  570 newpix, (0, 0, 0)
x,  2 y,  571 newpix, (0, 0, 0)
x,  2 y,  572 newpix, (0, 0, 0)
x,  2 y,  573 newpix, (0, 0, 0)
x,  2 y,  574 newpix, (0, 0, 0)
x,  2 y,  575 newpix, (0, 0, 0)
x,  2 y,  576 newpix, (0, 0, 0)
x,  2 y,  577 newpix, (0, 0, 0)
x,  2 y,  578 newpix, (0, 0, 0)
x,  2 y,  579 newpix, (0, 0, 0)
x,  2 y,  580 newpix, (0, 0, 0)
x,  2 y,  581 newpix, (0, 0, 0)
x,  2 y,  582 newpix, (0, 0, 0)
x,  2 y,  583 newpix, (0, 0, 0)
x,  2 y,  584 newpix, (0, 0, 0)
x,  2 y,  585 newpix, (0, 0, 0)
x,  2 y,  586 newpix, (0, 0, 0)
x,  2 y,  587 newpix, (0, 0, 0)
x,  2 y,  588 newpix, (0, 0, 0)
x,  2 y,  589 newpix, (0, 0, 0)
x,  2 y,  590 newpix, (0, 0, 0)
x,  2 y,  591 newpix, (0, 0, 0)
x,  2 y,  592 newpix, (0, 0, 0)
x,  3 y,  500 newpix, (0, 0, 0)
x,  3 y,  501 newpix, (0, 0, 0)
x,  3 y,  502 newpix, (0, 0, 0)
x,  3 y,  503 newpix, (0, 0, 0)
x,  3 y,  504 newpix, (0, 0, 0)
x,  3 y,  505 newpix, (0, 0, 0)
x,  3 y,  506 newpix, (0, 0, 0)
x,  3 y,  507 newpix, (0, 0, 0)
x,  3 y,  508 newpix, (0, 0, 0)
x,  3 y,  509 newpix, (0, 0, 0)
x,  3 y,  510 newpix, (0, 0, 0)
x,  3 y,  511 newpix, (0, 0, 0)
x,  3 y,  512 newpix, (0, 0, 0)
x,  3 y,  513 newpix, (0, 0, 0)
x,  3 y,  514 newpix, (0, 0, 0)
x,  3 y,  515 newpix, (0, 0, 0)
x,  3 y,  516 newpix, (0, 0, 0)
x,  3 y,  517 newpix, (0, 0, 0)
x,  3 y,  518 newpix, (0, 0, 0)
x,  3 y,  519 newpix, (0, 0, 0)
x,  3 y,  520 newpix, (0, 0, 0)
x,  3 y,  521 newpix, (0, 0, 0)
x,  3 y,  522 newpix, (0, 0, 0)
x,  3 y,  523 newpix, (0, 0, 0)
x,  3 y,  524 newpix, (0, 0, 0)
x,  3 y,  525 newpix, (0, 0, 0)
x,  3 y,  526 newpix, (0, 0, 0)
x,  3 y,  527 newpix, (0, 0, 0)
x,  3 y,  528 newpix, (0, 0, 0)
x,  3 y,  529 newpix, (0, 0, 0)
x,  3 y,  530 newpix, (0, 0, 0)
x,  3 y,  531 newpix, (0, 0, 0)
x,  3 y,  532 newpix, (0, 0, 0)
x,  3 y,  533 newpix, (0, 0, 0)
x,  3 y,  534 newpix, (0, 0, 0)
x,  3 y,  535 newpix, (0, 0, 0)
x,  3 y,  536 newpix, (0, 0, 0)
x,  3 y,  537 newpix, (0, 0, 0)
x,  3 y,  538 newpix, (0, 0, 0)
x,  3 y,  539 newpix, (0, 0, 0)
x,  3 y,  540 newpix, (0, 0, 0)
x,  3 y,  541 newpix, (0, 0, 0)
x,  3 y,  542 newpix, (0, 0, 0)
x,  3 y,  543 newpix, (0, 0, 0)
x,  3 y,  544 newpix, (0, 0, 0)
x,  3 y,  545 newpix, (0, 0, 0)
x,  3 y,  546 newpix, (0, 0, 0)
x,  3 y,  547 newpix, (0, 0, 0)
x,  3 y,  548 newpix, (0, 0, 0)
x,  3 y,  549 newpix, (0, 0, 0)
x,  3 y,  550 newpix, (0, 0, 0)
x,  3 y,  551 newpix, (0, 0, 0)
x,  3 y,  552 newpix, (0, 0, 0)
x,  3 y,  553 newpix, (0, 0, 0)
x,  3 y,  554 newpix, (0, 0, 0)
x,  3 y,  555 newpix, (0, 0, 0)
x,  3 y,  556 newpix, (0, 0, 0)
x,  3 y,  557 newpix, (0, 0, 0)
x,  3 y,  558 newpix, (0, 0, 0)
x,  3 y,  559 newpix, (0, 0, 0)
x,  3 y,  560 newpix, (0, 0, 0)
x,  3 y,  561 newpix, (0, 0, 0)
x,  3 y,  562 newpix, (0, 0, 0)
x,  3 y,  563 newpix, (0, 0, 0)
x,  3 y,  564 newpix, (0, 0, 0)
x,  3 y,  565 newpix, (0, 0, 0)
x,  3 y,  566 newpix, (0, 0, 0)
x,  3 y,  567 newpix, (0, 0, 0)
x,  3 y,  568 newpix, (0, 0, 0)
x,  3 y,  569 newpix, (0, 0, 0)
x,  3 y,  570 newpix, (0, 0, 0)
x,  3 y,  571 newpix, (0, 0, 0)
x,  3 y,  572 newpix, (0, 0, 0)
x,  3 y,  573 newpix, (0, 0, 0)
x,  3 y,  574 newpix, (0, 0, 0)
x,  3 y,  575 newpix, (0, 0, 0)
x,  3 y,  576 newpix, (0, 0, 0)
x,  3 y,  577 newpix, (0, 0, 0)
x,  3 y,  578 newpix, (0, 0, 0)
x,  3 y,  579 newpix, (0, 0, 0)
x,  3 y,  580 newpix, (0, 0, 0)
x,  3 y,  581 newpix, (0, 0, 0)
x,  3 y,  582 newpix, (0, 0, 0)
x,  3 y,  583 newpix, (0, 0, 0)
x,  3 y,  584 newpix, (0, 0, 0)
x,  3 y,  585 newpix, (0, 0, 0)
x,  3 y,  586 newpix, (0, 0, 0)
x,  3 y,  587 newpix, (0, 0, 0)
x,  3 y,  588 newpix, (0, 0, 0)
x,  3 y,  589 newpix, (0, 0, 0)
x,  3 y,  590 newpix, (0, 0, 0)
x,  3 y,  591 newpix, (0, 0, 0)
x,  3 y,  592 newpix, (0, 0, 0)
x,  4 y,  500 newpix, (0, 0, 0)
x,  4 y,  501 newpix, (0, 0, 0)
x,  4 y,  502 newpix, (0, 0, 0)
x,  4 y,  503 newpix, (0, 0, 0)
x,  4 y,  504 newpix, (0, 0, 0)
x,  4 y,  505 newpix, (0, 0, 0)
x,  4 y,  506 newpix, (0, 0, 0)
x,  4 y,  507 newpix, (0, 0, 0)
x,  4 y,  508 newpix, (0, 0, 0)
x,  4 y,  509 newpix, (0, 0, 0)
x,  4 y,  510 newpix, (0, 0, 0)
x,  4 y,  511 newpix, (0, 0, 0)
x,  4 y,  512 newpix, (0, 0, 0)
x,  4 y,  513 newpix, (0, 0, 0)
x,  4 y,  514 newpix, (0, 0, 0)
x,  4 y,  515 newpix, (0, 0, 0)
x,  4 y,  516 newpix, (0, 0, 0)
x,  4 y,  517 newpix, (0, 0, 0)
x,  4 y,  518 newpix, (0, 0, 0)
x,  4 y,  519 newpix, (0, 0, 0)
x,  4 y,  520 newpix, (0, 0, 0)
x,  4 y,  521 newpix, (0, 0, 0)
x,  4 y,  522 newpix, (0, 0, 0)
x,  4 y,  523 newpix, (0, 0, 0)
x,  4 y,  524 newpix, (0, 0, 0)
x,  4 y,  525 newpix, (0, 0, 0)
x,  4 y,  526 newpix, (0, 0, 0)
x,  4 y,  527 newpix, (0, 0, 0)
x,  4 y,  528 newpix, (0, 0, 0)
x,  4 y,  529 newpix, (0, 0, 0)
x,  4 y,  530 newpix, (0, 0, 0)
x,  4 y,  531 newpix, (0, 0, 0)
x,  4 y,  532 newpix, (0, 0, 0)
x,  4 y,  533 newpix, (0, 0, 0)
x,  4 y,  534 newpix, (0, 0, 0)
x,  4 y,  535 newpix, (0, 0, 0)
x,  4 y,  536 newpix, (0, 0, 0)
x,  4 y,  537 newpix, (0, 0, 0)
x,  4 y,  538 newpix, (0, 0, 0)
x,  4 y,  539 newpix, (0, 0, 0)
x,  4 y,  540 newpix, (0, 0, 0)
x,  4 y,  541 newpix, (0, 0, 0)
x,  4 y,  542 newpix, (0, 0, 0)
x,  4 y,  543 newpix, (0, 0, 0)
x,  4 y,  544 newpix, (0, 0, 0)
x,  4 y,  545 newpix, (0, 0, 0)
x,  4 y,  546 newpix, (0, 0, 0)
x,  4 y,  547 newpix, (0, 0, 0)
x,  4 y,  548 newpix, (0, 0, 0)
x,  4 y,  549 newpix, (0, 0, 0)
x,  4 y,  550 newpix, (0, 0, 0)
x,  4 y,  551 newpix, (0, 0, 0)
x,  4 y,  552 newpix, (0, 0, 0)
x,  4 y,  553 newpix, (0, 0, 0)
x,  4 y,  554 newpix, (0, 0, 0)
x,  4 y,  555 newpix, (0, 0, 0)
x,  4 y,  556 newpix, (0, 0, 0)
x,  4 y,  557 newpix, (0, 0, 0)
x,  4 y,  558 newpix, (0, 0, 0)
x,  4 y,  559 newpix, (0, 0, 0)
x,  4 y,  560 newpix, (0, 0, 0)
x,  4 y,  561 newpix, (0, 0, 0)
x,  4 y,  562 newpix, (0, 0, 0)
x,  4 y,  563 newpix, (0, 0, 0)
x,  4 y,  564 newpix, (0, 0, 0)
x,  4 y,  565 newpix, (0, 0, 0)
x,  4 y,  566 newpix, (0, 0, 0)
x,  4 y,  567 newpix, (0, 0, 0)
x,  4 y,  568 newpix, (0, 0, 0)
x,  4 y,  569 newpix, (0, 0, 0)
x,  4 y,  570 newpix, (0, 0, 0)
x,  4 y,  571 newpix, (0, 0, 0)
x,  4 y,  572 newpix, (0, 0, 0)
x,  4 y,  573 newpix, (0, 0, 0)
x,  4 y,  574 newpix, (0, 0, 0)
x,  4 y,  575 newpix, (0, 0, 0)
x,  4 y,  576 newpix, (0, 0, 0)
x,  4 y,  577 newpix, (0, 0, 0)
x,  4 y,  578 newpix, (0, 0, 0)
x,  4 y,  579 newpix, (0, 0, 0)
x,  4 y,  580 newpix, (0, 0, 0)
x,  4 y,  581 newpix, (0, 0, 0)
x,  4 y,  582 newpix, (0, 0, 0)
x,  4 y,  583 newpix, (0, 0, 0)
x,  4 y,  584 newpix, (0, 0, 0)
x,  4 y,  585 newpix, (0, 0, 0)
x,  4 y,  586 newpix, (0, 0, 0)
x,  4 y,  587 newpix, (0, 0, 0)
x,  4 y,  588 newpix, (0, 0, 0)
x,  4 y,  589 newpix, (0, 0, 0)
x,  4 y,  590 newpix, (0, 0, 0)
x,  4 y,  591 newpix, (0, 0, 0)
x,  4 y,  592 newpix, (0, 0, 0)
x,  5 y,  500 newpix, (0, 0, 0)
x,  5 y,  501 newpix, (0, 0, 0)
x,  5 y,  502 newpix, (0, 0, 0)
x,  5 y,  503 newpix, (0, 0, 0)
x,  5 y,  504 newpix, (0, 0, 0)
x,  5 y,  505 newpix, (0, 0, 0)
x,  5 y,  506 newpix, (0, 0, 0)
x,  5 y,  507 newpix, (0, 0, 0)
x,  5 y,  508 newpix, (0, 0, 0)
x,  5 y,  509 newpix, (0, 0, 0)
x,  5 y,  510 newpix, (0, 0, 0)
x,  5 y,  511 newpix, (0, 0, 0)
x,  5 y,  512 newpix, (0, 0, 0)
x,  5 y,  513 newpix, (0, 0, 0)
x,  5 y,  514 newpix, (0, 0, 0)
x,  5 y,  515 newpix, (0, 0, 0)
x,  5 y,  516 newpix, (0, 0, 0)
x,  5 y,  517 newpix, (0, 0, 0)
x,  5 y,  518 newpix, (0, 0, 0)
x,  5 y,  519 newpix, (0, 0, 0)
x,  5 y,  520 newpix, (0, 0, 0)
x,  5 y,  521 newpix, (0, 0, 0)
x,  5 y,  522 newpix, (0, 0, 0)
x,  5 y,  523 newpix, (0, 0, 0)
x,  5 y,  524 newpix, (0, 0, 0)
x,  5 y,  525 newpix, (0, 0, 0)
x,  5 y,  526 newpix, (0, 0, 0)
x,  5 y,  527 newpix, (0, 0, 0)
x,  5 y,  528 newpix, (0, 0, 0)
x,  5 y,  529 newpix, (0, 0, 0)
x,  5 y,  530 newpix, (0, 0, 0)
x,  5 y,  531 newpix, (0, 0, 0)
x,  5 y,  532 newpix, (0, 0, 0)
x,  5 y,  533 newpix, (0, 0, 0)
x,  5 y,  534 newpix, (0, 0, 0)
x,  5 y,  535 newpix, (0, 0, 0)
x,  5 y,  536 newpix, (0, 0, 0)
x,  5 y,  537 newpix, (0, 0, 0)
x,  5 y,  538 newpix, (0, 0, 0)
x,  5 y,  539 newpix, (0, 0, 0)
x,  5 y,  540 newpix, (0, 0, 0)
x,  5 y,  541 newpix, (0, 0, 0)
x,  5 y,  542 newpix, (0, 0, 0)
x,  5 y,  543 newpix, (0, 0, 0)
x,  5 y,  544 newpix, (0, 0, 0)
x,  5 y,  545 newpix, (0, 0, 0)
x,  5 y,  546 newpix, (0, 0, 0)
x,  5 y,  547 newpix, (0, 0, 0)
x,  5 y,  548 newpix, (0, 0, 0)
x,  5 y,  549 newpix, (0, 0, 0)
x,  5 y,  550 newpix, (0, 0, 0)
x,  5 y,  551 newpix, (0, 0, 0)
x,  5 y,  552 newpix, (0, 0, 0)
x,  5 y,  553 newpix, (0, 0, 0)
x,  5 y,  554 newpix, (0, 0, 0)
x,  5 y,  555 newpix, (0, 0, 0)
x,  5 y,  556 newpix, (0, 0, 0)
x,  5 y,  557 newpix, (0, 0, 0)
x,  5 y,  558 newpix, (0, 0, 0)
x,  5 y,  559 newpix, (0, 0, 0)
x,  5 y,  560 newpix, (0, 0, 0)
x,  5 y,  561 newpix, (0, 0, 0)
x,  5 y,  562 newpix, (0, 0, 0)
x,  5 y,  563 newpix, (0, 0, 0)
x,  5 y,  564 newpix, (0, 0, 0)
x,  5 y,  565 newpix, (0, 0, 0)
x,  5 y,  566 newpix, (0, 0, 0)
x,  5 y,  567 newpix, (0, 0, 0)
x,  5 y,  568 newpix, (0, 0, 0)
x,  5 y,  569 newpix, (0, 0, 0)
x,  5 y,  570 newpix, (0, 0, 0)
x,  5 y,  571 newpix, (0, 0, 0)
x,  5 y,  572 newpix, (0, 0, 0)
x,  5 y,  573 newpix, (0, 0, 0)
x,  5 y,  574 newpix, (0, 0, 0)
x,  5 y,  575 newpix, (0, 0, 0)
x,  5 y,  576 newpix, (0, 0, 0)
x,  5 y,  577 newpix, (0, 0, 0)
x,  5 y,  578 newpix, (0, 0, 0)
x,  5 y,  579 newpix, (0, 0, 0)
x,  5 y,  580 newpix, (0, 0, 0)
